	h1	h2	keep
Hcv1.1.c13.g266.i1	113	113	h1
Hcv1.1.c4.g730.i1	1085	1085	h1
Hcv1.1.c7.g853.i1	427	427	h1
Hcv1.1.c11.g35.i2	504	331	h1
Hcv1.1.c2.g860.i1	345	342	h1
Hcv1.1.c9.g463.i1	165	165	h1
Hcv1.1.c3.g728.i2	974	974	h1
Hcv1.1.c5.g634.i1	240	241	h2
Hcv1.1.c3.g589.i1	349	349	h1
Hcv1.1.c5.g154.i1	270	270	h1
Hcv1.1.c1.g529.i1	649	649	h1
Hcv1.1.c9.g493.i1	1201	1201	h1
Hcv1.1.c2.g375.i2	128	137	h2
Hcv1.1.c6.g180.i1	307	309	h2
Hcv1.1.c3.g907.i1	332	334	h2
Hcv1.1.c5.g1133.i9	816	816	h1
Hcv1.1.c1.g468.i1	349	349	h1
Hcv1.1.c12.g227.i1	1540	1522	h1
Hcv1.1.c4.g49.i1	526	526	h1
Hcv1.1.c12.g335.i1	162	162	h1
Hcv1.1.c1.g602.i2	445	805	h2
Hcv1.1.c5.g1111.i1	291	291	h1
Hcv1.1.c6.g788.i2	475	475	h1
Hcv1.1.c2.g1016.i1	1151	1151	h1
Hcv1.1.c10.g95.i5	670	670	h1
Hcv1.1.c2.g127.i1	597	669	h2
Hcv1.1.c2.g537.i1	657	657	h1
Hcv1.1.c4.g179.i3	1030	1035	h2
Hcv1.1.c5.g367.i1	776	776	h1
Hcv1.1.c8.g250.i4	320	320	h1
Hcv1.1.c6.g953.i1	-1	-1	NO
Hcv1.1.c10.g194.i1	468	467	h1
Hcv1.1.c9.g291.i1	381	359	h1
Hcv1.1.c2.g815.i1	418	401	h1
Hcv1.1.c2.g454.i1	448	448	h1
Hcv1.1.c13.g317.i1	413	413	h1
Hcv1.1.c6.g705.i1	740	740	h1
Hcv1.1.c7.g756.i1	1451	1428	h1
Hcv1.1.c9.g269.i2	1083	1090	h2
Hcv1.1.c11.g540.i2	319	321	h2
Hcv1.1.c6.g1103.i1	297	297	h1
Hcv1.1.c11.g585.i3	352	352	h1
Hcv1.1.c12.g429.i1	201	200	h1
Hcv1.1.c1.g1216.i1	650	650	h1
Hcv1.1.c1.g522.i5	534	534	h1
Hcv1.1.c1.g1367.i1	622	621	h1
Hcv1.1.c1.g1196.i1	181	181	h1
Hcv1.1.c7.g275.i1	1139	901	h1
Hcv1.1.c3.g58.i1	820	820	h1
Hcv1.1.c13.g90.i1	181	181	h1
Hcv1.1.c8.g482.i1	364	364	h1
Hcv1.1.c9.g419.i1	1400	2249	h2
Hcv1.1.c1.g2.i2	-1	57	h2
Hcv1.1.c12.g117.i1	334	404	h2
Hcv1.1.c11.g247.i2	1608	1636	h2
Hcv1.1.c3.g157.i1	784	785	h2
Hcv1.1.c7.g705.i1	1097	1089	h1
Hcv1.1.c12.g365.i1	557	558	h2
Hcv1.1.c2.g1446.i1	215	215	h1
Hcv1.1.c5.g841.i2	373	734	h2
Hcv1.1.c9.g303.i2	858	858	h1
Hcv1.1.c5.g684.i1	125	125	h1
Hcv1.1.c11.g603.i1	372	372	h1
Hcv1.1.c3.g296.i3	1273	1344	h2
Hcv1.1.c2.g1072.i2	2150	2150	h1
Hcv1.1.c4.g726.i3	372	776	h2
Hcv1.1.c7.g37.i1	96	96	h1
Hcv1.1.c5.g870.i4	365	365	h1
Hcv1.1.c4.g387.i1	118	118	h1
Hcv1.1.c6.g913.i1	1760	1760	h1
Hcv1.1.c9.g615.i2	246	303	h2
Hcv1.1.c6.g543.i2	652	652	h1
Hcv1.1.c3.g1094.i1	467	467	h1
Hcv1.1.c5.g349.i1	707	707	h1
Hcv1.1.c6.g200.i6	882	882	h1
Hcv1.1.c1.g1279.i1	437	437	h1
Hcv1.1.c1.g625.i1	428	428	h1
Hcv1.1.c1.g180.i1	730	730	h1
Hcv1.1.c4.g648.i2	189	189	h1
Hcv1.1.c4.g218.i2	454	454	h1
Hcv1.1.c7.g569.i1	299	299	h1
Hcv1.1.c1.g721.i1	327	328	h2
Hcv1.1.c2.g584.i2	420	420	h1
Hcv1.1.c13.g186.i1	308	308	h1
Hcv1.1.c6.g10.i1	221	221	h1
Hcv1.1.c10.g70.i1	193	255	h2
Hcv1.1.c9.g201.i1	375	375	h1
Hcv1.1.c3.g603.i1	2215	2215	h1
Hcv1.1.c6.g714.i2	1967	2021	h2
Hcv1.1.c11.g450.i1	354	354	h1
Hcv1.1.c7.g892.i1	441	441	h1
Hcv1.1.c10.g98.i1	298	298	h1
Hcv1.1.c13.g188.i1	213	213	h1
Hcv1.1.c7.g360.i2	831	831	h1
Hcv1.1.c11.g418.i1	1501	1500	h1
Hcv1.1.c5.g352.i1	310	310	h1
Hcv1.1.c9.g549.i1	86	78	h1
Hcv1.1.c10.g221.i1	1175	1175	h1
Hcv1.1.c5.g1154.i1	364	364	h1
Hcv1.1.c1.g1253.i1	152	152	h1
Hcv1.1.c6.g965.i1	1011	1009	h1
Hcv1.1.c11.g165.i1	693	695	h2
Hcv1.1.c1.g1459.i1	1194	1184	h1
Hcv1.1.c8.g111.i1	478	478	h1
Hcv1.1.c12.g44.i1	445	445	h1
Hcv1.1.c1.g648.i2	380	380	h1
Hcv1.1.c1.g1343.i2	800	800	h1
Hcv1.1.c1.g151.i2	169	169	h1
Hcv1.1.c2.g177.i1	504	504	h1
Hcv1.1.c13.g249.i1	707	707	h1
Hcv1.1.c2.g257.i1	155	155	h1
Hcv1.1.c5.g302.i1	199	354	h2
Hcv1.1.c6.g140.i1	514	511	h1
Hcv1.1.c1.g1517.i1	556	556	h1
Hcv1.1.c11.g560.i18	131	131	h1
Hcv1.1.c10.g62.i4	252	252	h1
Hcv1.1.c12.g106.i1	522	522	h1
Hcv1.1.c1.g1023.i1	752	752	h1
Hcv1.1.c1.g1237.i1	574	454	h1
Hcv1.1.c4.g36.i1	797	797	h1
Hcv1.1.c11.g637.i7	659	659	h1
Hcv1.1.c1.g838.i1	652	652	h1
Hcv1.1.c6.g970.i2	81	81	h1
Hcv1.1.c1.g1036.i2	1030	995	h1
Hcv1.1.c4.g309.i1	84	84	h1
Hcv1.1.c11.g82.i1	939	939	h1
Hcv1.1.c5.g940.i2	406	406	h1
Hcv1.1.c6.g151.i1	1088	1088	h1
Hcv1.1.c10.g165.i1	301	301	h1
Hcv1.1.c2.g518.i1	156	156	h1
Hcv1.1.c2.g64.i1	550	550	h1
Hcv1.1.c10.g539.i1	1604	1566	h1
Hcv1.1.c13.g230.i1	582	672	h2
Hcv1.1.c5.g27.i6	397	397	h1
Hcv1.1.c12.g158.i1	422	422	h1
Hcv1.1.c5.g447.i1	378	374	h1
Hcv1.1.c2.g1170.i1	1363	1484	h2
Hcv1.1.c2.g1190.i1	125	125	h1
Hcv1.1.c10.g201.i5	2096	2096	h1
Hcv1.1.c3.g408.i1	541	541	h1
Hcv1.1.c8.g296.i1	296	296	h1
Hcv1.1.c8.g725.i1	657	668	h2
Hcv1.1.c7.g50.i1	373	373	h1
Hcv1.1.c10.g56.i1	794	796	h2
Hcv1.1.c8.g190.i1	149	149	h1
Hcv1.1.c1.g707.i1	1133	1133	h1
Hcv1.1.c4.g390.i2	745	745	h1
Hcv1.1.c5.g735.i1	914	906	h1
Hcv1.1.c7.g477.i3	795	795	h1
Hcv1.1.c4.g352.i1	347	347	h1
Hcv1.1.c9.g305.i2	178	195	h2
Hcv1.1.c11.g120.i2	367	367	h1
Hcv1.1.c10.g372.i6	400	400	h1
Hcv1.1.c1.g57.i3	394	394	h1
Hcv1.1.c8.g380.i2	605	604	h1
Hcv1.1.c5.g324.i1	149	149	h1
Hcv1.1.c6.g1010.i2	629	629	h1
Hcv1.1.c1.g1252.i1	58	50	h1
Hcv1.1.c3.g83.i1	202	202	h1
Hcv1.1.c3.g527.i1	235	235	h1
Hcv1.1.c9.g18.i1	865	854	h1
Hcv1.1.c6.g1035.i1	-1	-1	NO
Hcv1.1.c3.g1067.i2	451	203	h1
Hcv1.1.c1.g734.i1	660	660	h1
Hcv1.1.c4.g322.i1	79	79	h1
Hcv1.1.c7.g382.i2	415	415	h1
Hcv1.1.c11.g213.i1	100	118	h2
Hcv1.1.c11.g265.i1	239	239	h1
Hcv1.1.c4.g729.i2	1804	1804	h1
Hcv1.1.c3.g956.i1	-1	118	h2
Hcv1.1.c4.g732.i1	176	176	h1
Hcv1.1.c11.g327.i1	248	248	h1
Hcv1.1.c11.g678.i1	592	601	h2
Hcv1.1.c4.g133.i2	205	205	h1
Hcv1.1.c6.g852.i2	237	237	h1
Hcv1.1.c3.g730.i1	365	365	h1
Hcv1.1.c5.g946.i1	200	200	h1
Hcv1.1.c1.g1334.i4	1900	1892	h1
Hcv1.1.c4.g112.i1	435	436	h2
Hcv1.1.c6.g1036.i7	414	412	h1
Hcv1.1.c1.g1055.i3	208	208	h1
Hcv1.1.c8.g468.i6	404	404	h1
Hcv1.1.c11.g837.i1	463	463	h1
Hcv1.1.c6.g623.i3	285	346	h2
Hcv1.1.c7.g348.i1	511	512	h2
Hcv1.1.c9.g270.i2	474	474	h1
Hcv1.1.c7.g634.i3	577	536	h1
Hcv1.1.c4.g133.i3	205	205	h1
Hcv1.1.c7.g196.i1	1391	1392	h2
Hcv1.1.c11.g233.i1	136	136	h1
Hcv1.1.c5.g340.i2	319	319	h1
Hcv1.1.c3.g392.i2	459	471	h2
Hcv1.1.c4.g627.i1	308	302	h1
Hcv1.1.c1.g626.i2	815	815	h1
Hcv1.1.c7.g741.i1	521	505	h1
Hcv1.1.c13.g125.i1	82	82	h1
Hcv1.1.c2.g853.i1	303	303	h1
Hcv1.1.c8.g276.i1	499	501	h2
Hcv1.1.c11.g382.i1	430	430	h1
Hcv1.1.c11.g545.i1	675	660	h1
Hcv1.1.c1.g1404.i1	115	115	h1
Hcv1.1.c2.g1236.i2	277	231	h1
Hcv1.1.c4.g24.i2	752	752	h1
Hcv1.1.c2.g1309.i1	119	119	h1
Hcv1.1.c7.g286.i3	758	758	h1
Hcv1.1.c12.g383.i1	724	729	h2
Hcv1.1.c11.g750.i1	98	98	h1
Hcv1.1.c6.g188.i1	381	381	h1
Hcv1.1.c8.g673.i1	606	606	h1
Hcv1.1.c3.g403.i1	324	324	h1
Hcv1.1.c11.g72.i1	2087	2412	h2
Hcv1.1.c13.g292.i1	392	392	h1
Hcv1.1.c11.g648.i2	636	633	h1
Hcv1.1.c1.g513.i1	415	223	h1
Hcv1.1.c1.g892.i4	245	245	h1
Hcv1.1.c10.g236.i1	963	961	h1
Hcv1.1.c6.g242.i1	549	549	h1
Hcv1.1.c5.g1161.i2	1174	1174	h1
Hcv1.1.c5.g488.i1	194	194	h1
Hcv1.1.c4.g364.i1	186	165	h1
Hcv1.1.c11.g720.i6	216	216	h1
Hcv1.1.c9.g202.i1	1199	1199	h1
Hcv1.1.c5.g1133.i12	537	537	h1
Hcv1.1.c4.g483.i1	948	509	h1
Hcv1.1.c11.g461.i2	476	476	h1
Hcv1.1.c6.g338.i2	671	671	h1
Hcv1.1.c12.g31.i1	972	972	h1
Hcv1.1.c5.g381.i1	206	206	h1
Hcv1.1.c6.g997.i1	629	629	h1
Hcv1.1.c5.g1114.i1	1121	1137	h2
Hcv1.1.c6.g280.i1	570	570	h1
Hcv1.1.c3.g569.i5	1799	1760	h1
Hcv1.1.c5.g702.i4	536	536	h1
Hcv1.1.c6.g444.i2	498	498	h1
Hcv1.1.c9.g224.i1	216	216	h1
Hcv1.1.c8.g720.i3	343	343	h1
Hcv1.1.c13.g547.i4	705	708	h2
Hcv1.1.c5.g822.i1	384	384	h1
Hcv1.1.c6.g237.i1	516	518	h2
Hcv1.1.c7.g149.i1	655	655	h1
Hcv1.1.c8.g829.i1	269	269	h1
Hcv1.1.c3.g328.i1	451	451	h1
Hcv1.1.c9.g705.i2	833	832	h1
Hcv1.1.c1.g882.i1	891	891	h1
Hcv1.1.c10.g306.i3	965	965	h1
Hcv1.1.c10.g422.i3	511	521	h2
Hcv1.1.c9.g444.i3	650	650	h1
Hcv1.1.c5.g88.i2	603	603	h1
Hcv1.1.c11.g132.i1	281	281	h1
Hcv1.1.c10.g52.i2	2022	2022	h1
Hcv1.1.c11.g202.i1	1949	1948	h1
Hcv1.1.c2.g191.i1	355	353	h1
Hcv1.1.c8.g791.i2	1084	1111	h2
Hcv1.1.c10.g97.i1	472	472	h1
Hcv1.1.c11.g404.i1	172	172	h1
Hcv1.1.c8.g389.i1	1366	1366	h1
Hcv1.1.c6.g288.i1	94	94	h1
Hcv1.1.c2.g1008.i2	569	569	h1
Hcv1.1.c5.g406.i1	901	901	h1
Hcv1.1.c8.g243.i1	125	125	h1
Hcv1.1.c1.g802.i1	164	164	h1
Hcv1.1.c9.g743.i1	495	495	h1
Hcv1.1.c3.g1042.i2	365	351	h1
Hcv1.1.c10.g250.i1	463	472	h2
Hcv1.1.c3.g1088.i3	425	425	h1
Hcv1.1.c9.g142.i1	267	267	h1
Hcv1.1.c3.g578.i3	1265	1265	h1
Hcv1.1.c11.g222.i4	764	764	h1
Hcv1.1.c5.g103.i1	434	433	h1
Hcv1.1.c2.g1339.i1	778	650	h1
Hcv1.1.c3.g508.i1	1154	1154	h1
Hcv1.1.c7.g286.i1	758	758	h1
Hcv1.1.c8.g506.i1	277	277	h1
Hcv1.1.c7.g630.i1	392	392	h1
Hcv1.1.c6.g532.i2	116	116	h1
Hcv1.1.c8.g37.i1	305	306	h2
Hcv1.1.c6.g327.i1	62	62	h1
Hcv1.1.c9.g288.i1	461	461	h1
Hcv1.1.c13.g194.i1	513	515	h2
Hcv1.1.c5.g593.i1	393	393	h1
Hcv1.1.c3.g1103.i1	69	69	h1
Hcv1.1.c2.g142.i1	139	139	h1
Hcv1.1.c7.g356.i1	-1	-1	NO
Hcv1.1.c7.g896.i1	557	557	h1
Hcv1.1.c13.g154.i1	311	311	h1
Hcv1.1.c8.g624.i3	269	269	h1
Hcv1.1.c1.g967.i3	805	805	h1
Hcv1.1.c8.g566.i1	349	349	h1
Hcv1.1.c6.g92.i1	571	571	h1
Hcv1.1.c11.g843.i1	300	300	h1
Hcv1.1.c6.g617.i1	886	886	h1
Hcv1.1.c8.g770.i1	779	779	h1
Hcv1.1.c1.g79.i1	291	604	h2
Hcv1.1.c1.g779.i1	453	453	h1
Hcv1.1.c4.g628.i1	715	712	h1
Hcv1.1.c7.g583.i2	659	659	h1
Hcv1.1.c11.g321.i2	351	351	h1
Hcv1.1.c12.g405.i2	483	483	h1
Hcv1.1.c2.g724.i1	248	428	h2
Hcv1.1.c2.g1413.i1	348	399	h2
Hcv1.1.c5.g538.i1	437	445	h2
Hcv1.1.c6.g233.i3	454	451	h1
Hcv1.1.c1.g1353.i1	949	947	h1
Hcv1.1.c2.g156.i1	1050	1050	h1
Hcv1.1.c5.g159.i1	1081	1080	h1
Hcv1.1.c2.g3.i1	340	340	h1
Hcv1.1.c8.g152.i2	1115	1120	h2
Hcv1.1.c9.g236.i2	779	779	h1
Hcv1.1.c11.g383.i3	298	298	h1
Hcv1.1.c8.g473.i1	368	368	h1
Hcv1.1.c13.g129.i2	314	314	h1
Hcv1.1.c5.g260.i4	127	84	h1
Hcv1.1.c3.g429.i1	-1	54	h2
Hcv1.1.c6.g1025.i2	992	992	h1
Hcv1.1.c8.g528.i1	345	345	h1
Hcv1.1.c2.g1071.i1	1698	1698	h1
Hcv1.1.c7.g242.i1	317	317	h1
Hcv1.1.c3.g1152.i1	-1	-1	NO
Hcv1.1.c6.g1000.i2	435	435	h1
Hcv1.1.c8.g624.i2	269	269	h1
Hcv1.1.c6.g45.i1	546	546	h1
Hcv1.1.c8.g16.i1	632	632	h1
Hcv1.1.c3.g711.i2	243	243	h1
Hcv1.1.c11.g605.i1	847	855	h2
Hcv1.1.c9.g501.i1	468	468	h1
Hcv1.1.c2.g791.i1	844	845	h2
Hcv1.1.c2.g327.i1	501	501	h1
Hcv1.1.c8.g526.i2	532	532	h1
Hcv1.1.c7.g629.i4	1075	1075	h1
Hcv1.1.c10.g522.i1	991	861	h1
Hcv1.1.c1.g614.i3	315	315	h1
Hcv1.1.c1.g969.i1	705	705	h1
Hcv1.1.c9.g718.i3	131	131	h1
Hcv1.1.c4.g262.i1	437	437	h1
Hcv1.1.c5.g1133.i3	494	494	h1
Hcv1.1.c6.g347.i1	489	489	h1
Hcv1.1.c8.g549.i2	1710	1711	h2
Hcv1.1.c1.g367.i4	607	607	h1
Hcv1.1.c9.g25.i1	91	91	h1
Hcv1.1.c2.g909.i2	760	760	h1
Hcv1.1.c7.g251.i1	381	622	h2
Hcv1.1.c6.g595.i1	88	88	h1
Hcv1.1.c9.g116.i1	922	922	h1
Hcv1.1.c2.g662.i1	370	370	h1
Hcv1.1.c1.g801.i1	1244	1245	h2
Hcv1.1.c7.g347.i1	285	284	h1
Hcv1.1.c7.g84.i1	305	305	h1
Hcv1.1.c2.g1018.i1	821	821	h1
Hcv1.1.c1.g1223.i3	889	889	h1
Hcv1.1.c6.g1046.i1	455	456	h2
Hcv1.1.c5.g962.i1	1439	1439	h1
Hcv1.1.c7.g502.i1	324	335	h2
Hcv1.1.c5.g56.i1	1590	1601	h2
Hcv1.1.c2.g291.i1	364	364	h1
Hcv1.1.c7.g264.i2	868	868	h1
Hcv1.1.c8.g84.i1	238	238	h1
Hcv1.1.c1.g272.i3	617	617	h1
Hcv1.1.c2.g15.i2	1248	1243	h1
Hcv1.1.c10.g537.i1	99	99	h1
Hcv1.1.c5.g267.i1	613	613	h1
Hcv1.1.c4.g548.i1	343	343	h1
Hcv1.1.c9.g446.i1	-1	-1	NO
Hcv1.1.c6.g197.i1	77	77	h1
Hcv1.1.c3.g364.i1	1216	1226	h2
Hcv1.1.c3.g900.i2	338	338	h1
Hcv1.1.c13.g110.i1	-1	-1	NO
Hcv1.1.c6.g1032.i2	381	381	h1
Hcv1.1.c1.g533.i1	116	116	h1
Hcv1.1.c9.g533.i2	907	907	h1
Hcv1.1.c10.g20.i2	964	963	h1
Hcv1.1.c11.g785.i1	352	352	h1
Hcv1.1.c5.g604.i1	444	444	h1
Hcv1.1.c1.g1085.i1	917	667	h1
Hcv1.1.c7.g498.i2	216	216	h1
Hcv1.1.c10.g91.i1	1890	1890	h1
Hcv1.1.c6.g1069.i1	333	207	h1
Hcv1.1.c2.g1337.i1	245	245	h1
Hcv1.1.c3.g263.i1	404	404	h1
Hcv1.1.c4.g46.i1	1439	711	h1
Hcv1.1.c7.g525.i2	918	918	h1
Hcv1.1.c6.g480.i1	232	232	h1
Hcv1.1.c1.g337.i2	339	354	h2
Hcv1.1.c12.g319.i2	592	805	h2
Hcv1.1.c13.g209.i1	1893	1893	h1
Hcv1.1.c8.g530.i2	305	305	h1
Hcv1.1.c9.g515.i1	206	206	h1
Hcv1.1.c3.g905.i1	321	320	h1
Hcv1.1.c9.g123.i1	505	505	h1
Hcv1.1.c8.g527.i3	774	744	h1
Hcv1.1.c10.g208.i1	1528	1531	h2
Hcv1.1.c5.g848.i1	1154	1154	h1
Hcv1.1.c4.g640.i1	404	404	h1
Hcv1.1.c6.g687.i1	124	124	h1
Hcv1.1.c5.g8.i1	1986	1976	h1
Hcv1.1.c8.g465.i1	469	469	h1
Hcv1.1.c10.g257.i1	544	544	h1
Hcv1.1.c3.g219.i2	200	207	h2
Hcv1.1.c13.g89.i1	91	91	h1
Hcv1.1.c7.g314.i1	1262	1267	h2
Hcv1.1.c4.g492.i1	1010	600	h1
Hcv1.1.sca9.g2.i2	244	403	h2
Hcv1.1.c3.g566.i1	190	280	h2
Hcv1.1.c11.g8.i1	370	370	h1
Hcv1.1.c11.g241.i1	239	239	h1
Hcv1.1.c3.g821.i1	252	289	h2
Hcv1.1.c2.g150.i1	451	450	h1
Hcv1.1.c1.g999.i4	861	872	h2
Hcv1.1.c5.g294.i1	551	552	h2
Hcv1.1.c6.g213.i3	1187	1189	h2
Hcv1.1.c4.g580.i2	613	614	h2
Hcv1.1.c9.g256.i1	276	276	h1
Hcv1.1.c10.g270.i2	524	524	h1
Hcv1.1.c6.g449.i1	232	232	h1
Hcv1.1.c2.g1041.i1	506	506	h1
Hcv1.1.c3.g903.i2	1669	1669	h1
Hcv1.1.c5.g515.i1	283	283	h1
Hcv1.1.c4.g221.i1	439	439	h1
Hcv1.1.c8.g274.i1	328	330	h2
Hcv1.1.c8.g441.i1	638	638	h1
Hcv1.1.c2.g178.i3	99	99	h1
Hcv1.1.c13.g396.i1	768	768	h1
Hcv1.1.c5.g910.i1	1040	1040	h1
Hcv1.1.c8.g753.i2	805	805	h1
Hcv1.1.c2.g1458.i1	373	376	h2
Hcv1.1.c1.g564.i1	329	324	h1
Hcv1.1.c4.g126.i1	-1	55	h2
Hcv1.1.c6.g596.i1	324	326	h2
Hcv1.1.c11.g86.i1	635	635	h1
Hcv1.1.c12.g361.i1	677	677	h1
Hcv1.1.c2.g1271.i4	399	399	h1
Hcv1.1.c4.g5.i1	103	124	h2
Hcv1.1.c7.g538.i3	318	597	h2
Hcv1.1.c12.g245.i2	222	222	h1
Hcv1.1.c1.g73.i1	419	419	h1
Hcv1.1.c9.g72.i1	770	990	h2
Hcv1.1.c10.g372.i10	402	402	h1
Hcv1.1.c9.g381.i1	380	381	h2
Hcv1.1.c11.g490.i2	152	152	h1
Hcv1.1.c7.g643.i1	324	324	h1
Hcv1.1.c6.g185.i2	496	496	h1
Hcv1.1.c9.g315.i1	766	1361	h2
Hcv1.1.c6.g1094.i1	406	406	h1
Hcv1.1.c13.g137.i3	1085	1085	h1
Hcv1.1.c4.g34.i1	175	175	h1
Hcv1.1.c5.g150.i1	542	542	h1
Hcv1.1.c5.g615.i1	454	454	h1
Hcv1.1.c5.g1089.i3	372	372	h1
Hcv1.1.c7.g324.i1	587	587	h1
Hcv1.1.c9.g396.i1	219	221	h2
Hcv1.1.c11.g14.i3	291	291	h1
Hcv1.1.c12.g421.i1	600	645	h2
Hcv1.1.c1.g1152.i1	356	356	h1
Hcv1.1.c13.g160.i1	309	309	h1
Hcv1.1.c8.g595.i1	1683	1682	h1
Hcv1.1.c6.g711.i1	904	904	h1
Hcv1.1.c3.g1141.i1	-1	-1	NO
Hcv1.1.c12.g70.i2	581	581	h1
Hcv1.1.c12.g324.i1	706	706	h1
Hcv1.1.c2.g30.i2	703	703	h1
Hcv1.1.c1.g687.i1	380	380	h1
Hcv1.1.c6.g858.i1	359	359	h1
Hcv1.1.c2.g500.i1	136	136	h1
Hcv1.1.c2.g1422.i1	513	513	h1
Hcv1.1.c2.g16.i1	1106	1106	h1
Hcv1.1.c8.g224.i1	255	255	h1
Hcv1.1.c8.g706.i1	315	315	h1
Hcv1.1.c2.g356.i1	627	627	h1
Hcv1.1.c11.g508.i2	242	446	h2
Hcv1.1.c12.g129.i1	318	318	h1
Hcv1.1.c1.g273.i5	448	354	h1
Hcv1.1.c5.g15.i2	993	985	h1
Hcv1.1.c5.g853.i3	505	541	h2
Hcv1.1.c6.g1022.i1	161	161	h1
Hcv1.1.c2.g217.i2	81	81	h1
Hcv1.1.c6.g408.i2	392	392	h1
Hcv1.1.c1.g273.i2	362	362	h1
Hcv1.1.c12.g346.i1	442	441	h1
Hcv1.1.c6.g162.i1	268	268	h1
Hcv1.1.c13.g29.i1	438	432	h1
Hcv1.1.c10.g477.i1	456	220	h1
Hcv1.1.c10.g145.i3	778	778	h1
Hcv1.1.c1.g34.i4	649	649	h1
Hcv1.1.c10.g237.i2	322	322	h1
Hcv1.1.c4.g718.i1	842	843	h2
Hcv1.1.c10.g103.i1	977	976	h1
Hcv1.1.c7.g195.i3	1628	1628	h1
Hcv1.1.c2.g216.i1	380	380	h1
Hcv1.1.c6.g175.i1	347	347	h1
Hcv1.1.c6.g838.i1	293	293	h1
Hcv1.1.c6.g1061.i1	768	768	h1
Hcv1.1.c2.g1101.i3	194	194	h1
Hcv1.1.c4.g523.i1	452	452	h1
Hcv1.1.c6.g566.i2	157	157	h1
Hcv1.1.c3.g349.i1	1133	1133	h1
Hcv1.1.c4.g219.i1	397	396	h1
Hcv1.1.c2.g392.i1	402	402	h1
Hcv1.1.c3.g743.i1	392	392	h1
Hcv1.1.c6.g680.i2	354	354	h1
Hcv1.1.c9.g305.i1	195	203	h2
Hcv1.1.c13.g353.i1	963	963	h1
Hcv1.1.c5.g1074.i1	241	241	h1
Hcv1.1.c6.g258.i1	221	226	h2
Hcv1.1.c3.g224.i1	228	228	h1
Hcv1.1.c10.g430.i1	1195	1195	h1
Hcv1.1.c7.g343.i4	435	435	h1
Hcv1.1.c11.g346.i2	333	333	h1
Hcv1.1.c2.g1323.i2	1225	1225	h1
Hcv1.1.c2.g852.i3	324	324	h1
Hcv1.1.c8.g199.i1	224	224	h1
Hcv1.1.c1.g255.i1	163	163	h1
Hcv1.1.c2.g1462.i1	303	303	h1
Hcv1.1.c3.g1130.i2	261	261	h1
Hcv1.1.c4.g200.i3	562	561	h1
Hcv1.1.c4.g275.i1	2064	2016	h1
Hcv1.1.c9.g347.i1	368	368	h1
Hcv1.1.c3.g141.i1	284	283	h1
Hcv1.1.c1.g927.i1	381	381	h1
Hcv1.1.c2.g883.i2	351	351	h1
Hcv1.1.c3.g734.i2	994	994	h1
Hcv1.1.c8.g366.i1	491	444	h1
Hcv1.1.c11.g720.i4	379	379	h1
Hcv1.1.c5.g889.i2	452	254	h1
Hcv1.1.c8.g646.i1	1961	1961	h1
Hcv1.1.c1.g1271.i3	259	259	h1
Hcv1.1.c2.g1297.i1	92	92	h1
Hcv1.1.c13.g544.i1	190	190	h1
Hcv1.1.c8.g93.i1	590	590	h1
Hcv1.1.c3.g727.i1	694	694	h1
Hcv1.1.c1.g611.i1	118	118	h1
Hcv1.1.c11.g687.i1	816	816	h1
Hcv1.1.c10.g253.i1	239	239	h1
Hcv1.1.c6.g710.i1	166	166	h1
Hcv1.1.c4.g275.i3	1356	1356	h1
Hcv1.1.c4.g411.i3	1046	951	h1
Hcv1.1.c13.g449.i3	182	182	h1
Hcv1.1.c13.g126.i1	322	322	h1
Hcv1.1.c8.g15.i1	1018	1018	h1
Hcv1.1.c5.g609.i1	333	333	h1
Hcv1.1.c2.g719.i1	189	189	h1
Hcv1.1.c9.g169.i1	825	825	h1
Hcv1.1.c7.g135.i1	682	682	h1
Hcv1.1.c2.g458.i1	303	303	h1
Hcv1.1.c11.g445.i1	192	173	h1
Hcv1.1.c6.g476.i2	136	136	h1
Hcv1.1.c13.g207.i4	522	522	h1
Hcv1.1.c9.g108.i1	179	179	h1
Hcv1.1.c4.g96.i1	168	168	h1
Hcv1.1.c6.g911.i2	526	526	h1
Hcv1.1.c5.g178.i1	532	532	h1
Hcv1.1.c10.g206.i1	438	438	h1
Hcv1.1.c3.g805.i1	253	253	h1
Hcv1.1.c10.g579.i2	978	978	h1
Hcv1.1.c5.g578.i1	607	607	h1
Hcv1.1.c1.g978.i1	171	171	h1
Hcv1.1.c3.g545.i1	532	532	h1
Hcv1.1.c3.g1070.i1	382	392	h2
Hcv1.1.c1.g90.i1	253	253	h1
Hcv1.1.c8.g272.i1	321	321	h1
Hcv1.1.c9.g21.i1	612	612	h1
Hcv1.1.c1.g279.i3	-1	-1	NO
Hcv1.1.c6.g64.i1	324	324	h1
Hcv1.1.c12.g302.i3	515	515	h1
Hcv1.1.c13.g179.i2	1181	1112	h1
Hcv1.1.c1.g522.i13	530	530	h1
Hcv1.1.c11.g646.i1	331	254	h1
Hcv1.1.c9.g394.i2	316	316	h1
Hcv1.1.c9.g379.i1	280	280	h1
Hcv1.1.c3.g742.i1	335	335	h1
Hcv1.1.c2.g709.i1	80	80	h1
Hcv1.1.c9.g565.i1	194	196	h2
Hcv1.1.c7.g329.i1	263	263	h1
Hcv1.1.c6.g983.i2	131	131	h1
Hcv1.1.c7.g819.i2	412	412	h1
